case,sequence,seed,method,start,end,finite,ref_rms,rmse,relative_l2,max_abs,p99_abs,worst_channel_relative
weak_8192,0,2,fp32_checkpoint,4608,4864,True,0.04467812665136852,3.000679077511763e-09,6.716215075279684e-08,1.3369492582460119e-08,7.810975510488812e-09,8.783583068532066e-08
weak_8192,0,2,fp32_checkpoint,4864,5120,True,0.04497419910505474,2.9717091102291123e-09,6.607586503736353e-08,1.4039521035319469e-08,7.677143622174245e-09,8.033017525059192e-08
weak_8192,0,2,fp32_checkpoint,5120,5376,True,0.044588897071422086,3.0432777546342785e-09,6.82519181795321e-08,1.3313356354849315e-08,7.912318660211607e-09,8.964590797451342e-08
weak_8192,0,2,fp32_checkpoint,5376,5632,True,0.04456327822265144,2.9641538250586346e-09,6.651561427435471e-08,1.46697957791736e-08,7.791915567142976e-09,8.374517167567499e-08
weak_8192,0,2,fp32_checkpoint,5632,5888,True,0.044354159036588826,2.974253855458282e-09,6.705693265438192e-08,1.3701888249006977e-08,7.745244551063397e-09,8.284091375077173e-08
weak_8192,0,2,fp32_checkpoint,5888,6144,True,0.04519983709854729,3.0415405974635317e-09,6.72909637004264e-08,1.5488444325695294e-08,7.980670582372041e-09,8.90242934034656e-08
weak_8192,0,2,fp32_checkpoint,6144,6400,True,0.04475768411740005,3.049277658242573e-09,6.812858436205666e-08,1.4181358948262002e-08,7.988929596330905e-09,8.569663637423328e-08
weak_8192,0,2,fp32_checkpoint,6400,6656,True,0.04532273762012841,2.9792713341591987e-09,6.573458468307674e-08,1.2573781939251294e-08,7.661790755661412e-09,8.071656666763075e-08
weak_8192,0,2,fp32_checkpoint,6656,6912,True,0.04641965311869147,3.0466141817922933e-09,6.563198940764025e-08,1.2390066216061424e-08,7.922691708898976e-09,8.152563584253679e-08
weak_8192,0,2,fp32_checkpoint,6912,7168,True,0.044115250500549215,3.0724500484861996e-09,6.964598440731849e-08,1.3207292159228556e-08,7.989268604284555e-09,8.934185052469282e-08
weak_8192,0,2,fp32_checkpoint,7168,7424,True,0.046006939811946784,2.9717238163519546e-09,6.459294681408644e-08,1.2918903141700966e-08,7.774147745311096e-09,8.46034194356181e-08
weak_8192,0,2,fp32_checkpoint,7424,7680,True,0.04549068585019754,3.044053946238762e-09,6.691598267528744e-08,1.507487984442335e-08,7.982009527680854e-09,8.290736791700225e-08
weak_8192,0,2,fp32_checkpoint,7680,7936,True,0.044515209450903155,3.0446490533380588e-09,6.839570319659109e-08,1.3934615905597525e-08,7.949995005380315e-09,8.15958573357555e-08
weak_8192,0,2,fp32_checkpoint,7936,8192,True,0.04552752886960075,2.9973648807216244e-09,6.58363182703509e-08,1.545760034554755e-08,7.756566874801695e-09,8.529930129862329e-08
weak_8192,0,0,output_rounding_floor,0,256,True,0.03460975626069274,5.6842629081247444e-05,0.0016423874428091595,0.0004488897678469883,0.000211320909766539,0.0019486044803081499
weak_8192,0,0,output_rounding_floor,256,512,True,0.044768997460043404,7.351894488417239e-05,0.0016421843028713897,0.0004874186032211014,0.0002327075364988251,0.0019083210689250642
weak_8192,0,0,output_rounding_floor,512,768,True,0.04453513983283641,7.372330984825022e-05,0.0016553963931621686,0.0004847978707480938,0.00023086796342118294,0.0019004461137417758
weak_8192,0,0,output_rounding_floor,768,1024,True,0.04571971895838096,7.607560361102364e-05,0.0016639560641279509,0.0004867771504865337,0.00023570821088668285,0.0019587719966689342
weak_8192,0,0,output_rounding_floor,1024,1280,True,0.044341767979441025,7.288749759426658e-05,0.0016437661580850978,0.00048478275029881224,0.0002317337366398191,0.0018188436313007694
weak_8192,0,0,output_rounding_floor,1280,1536,True,0.04489206455954344,7.514203164672306e-05,0.0016738377346637067,0.0004836486325041356,0.00023344932891715964,0.0019189663916894192
weak_8192,0,0,output_rounding_floor,1536,1792,True,0.045111662701929345,7.473357698640224e-05,0.0016566353911669502,0.0004858317785936539,0.00023435021367022052,0.0018207976018810234
weak_8192,0,0,output_rounding_floor,1792,2048,True,0.0449276809547693,7.384670893475537e-05,0.0016436795170687785,0.00048743464855216523,0.00023256538893268741,0.0018246031844750268
weak_8192,0,0,output_rounding_floor,2048,2304,True,0.04373129669498862,7.27610762278414e-05,0.0016638216043609667,0.00047920721232089236,0.00023209591211677228,0.0019256865375345783
weak_8192,0,0,output_rounding_floor,2304,2560,True,0.044750680819271464,7.405274071702663e-05,0.001654784672798464,0.000486255568159899,0.00023353436585632893,0.0018516960677871597
weak_8192,0,0,output_rounding_floor,2560,2816,True,0.0442485416724635,7.30324923809728e-05,0.0016505062002172598,0.00048750224998972413,0.0002316692706778679,0.0019101407321070768
weak_8192,0,0,output_rounding_floor,2816,3072,True,0.04446558839860731,7.4093484159242e-05,0.0016663106646658626,0.0004858324697341043,0.00023333247009691433,0.002048773329870785
weak_8192,0,0,output_rounding_floor,3072,3328,True,0.044866124392675726,7.457846907365415e-05,0.0016622445126066848,0.00048760546389203796,0.00023294218821032342,0.0019292578525545196
weak_8192,0,0,output_rounding_floor,3328,3584,True,0.04512817155781508,7.414026374381885e-05,0.00164288206644569,0.0004878290424507048,0.00023314012409263643,0.001880660866175798
weak_8192,0,0,output_rounding_floor,3584,3840,True,0.04491145995003125,7.410905723136848e-05,0.0016501146325196875,0.00048177420164896567,0.00023347764915001296,0.0018690020952953214
weak_8192,0,0,output_rounding_floor,3840,4096,True,0.045466829690418493,7.556195789974159e-05,0.0016619139362528553,0.00048246215359107336,0.00023369133384502726,0.001889513015947623
weak_8192,0,0,output_rounding_floor,4096,4352,True,0.04498695119405238,7.52852991535211e-05,0.0016734919161064284,0.00048698752575507265,0.00023404546728325771,0.0019635674157826763
weak_8192,0,0,output_rounding_floor,4352,4608,True,0.044901231601118835,7.502891890222932e-05,0.0016709768580236398,0.0004878972500465262,0.0002341539649305847,0.0018724059446549649
weak_8192,0,0,output_rounding_floor,4608,4864,True,0.043850960669320364,7.293918025698765e-05,0.0016633428126471676,0.00048102781186301624,0.00023153572054273236,0.00190058098806778
weak_8192,0,0,output_rounding_floor,4864,5120,True,0.0441407525177358,7.285901546163855e-05,0.0016506065552997478,0.0004861218164609049,0.00023201394446990776,0.0018320123335137893
weak_8192,0,0,output_rounding_floor,5120,5376,True,0.04492519872104287,7.460030544496504e-05,0.0016605448071178462,0.000483900993258346,0.00023178551041463922,0.0018837576644985122
weak_8192,0,0,output_rounding_floor,5376,5632,True,0.04524910198941353,7.557157913560083e-05,0.0016701232911380548,0.00048695322681668873,0.00023482858239635832,0.0018726497991097303
weak_8192,0,0,output_rounding_floor,5632,5888,True,0.04606755985225225,7.652094509043475e-05,0.0016610592211927986,0.0004786984614617018,0.00023525855231629084,0.0019361064746704676
weak_8192,0,0,output_rounding_floor,5888,6144,True,0.0446375327524528,7.359693325795866e-05,0.0016487679475052203,0.00048741312263334,0.00023271871878154918,0.0019810319737506936
weak_8192,0,0,output_rounding_floor,6144,6400,True,0.043952859573269845,7.203551264226383e-05,0.0016389266441738546,0.0004792986179039116,0.00023102562937900553,0.0018796847458119289
weak_8192,0,0,output_rounding_floor,6400,6656,True,0.04380439079074397,7.214304885264649e-05,0.0016469364725850858,0.00048658045543098494,0.00023200970206750166,0.0019477812704093603
weak_8192,0,0,output_rounding_floor,6656,6912,True,0.04466221271528327,7.393426339854659e-05,0.0016554097726834414,0.00048689200090742957,0.00023248226610198138,0.0019816765970031404
weak_8192,0,0,output_rounding_floor,6912,7168,True,0.04492864630195357,7.39982863940449e-05,0.0016470179381039428,0.0004842915302115114,0.00023199026409759737,0.0019001954938680954
weak_8192,0,0,output_rounding_floor,7168,7424,True,0.04462702707726368,7.322243182246748e-05,0.0016407642771205887,0.00048634686167675634,0.0002324378074684286,0.0019512076858579969
weak_8192,0,0,output_rounding_floor,7424,7680,True,0.04470446728029651,7.438489089940594e-05,0.0016639252277185967,0.0004841749560473563,0.0002324784990728046,0.0019269193724368555
weak_8192,0,0,output_rounding_floor,7680,7936,True,0.045813912095839744,7.608836680165755e-05,0.0016608135677757796,0.0004877162292591386,0.00023385745727080683,0.001987344036528121
weak_8192,0,0,output_rounding_floor,7936,8192,True,0.04467235644697317,7.339304502458864e-05,0.0016429185935536532,0.0004874920838591479,0.00023125660814406394,0.0018360649923774564
weak_8192,0,1,output_rounding_floor,0,256,True,0.03544393177645426,5.8961620423999536e-05,0.0016635180542574088,0.000481898678250936,0.00021848252711937385,0.002016410706851815
weak_8192,0,1,output_rounding_floor,256,512,True,0.044574296912464104,7.419354312182765e-05,0.001664491607518351,0.00048723704278924584,0.00023323153212293762,0.0018878554692737819
weak_8192,0,1,output_rounding_floor,512,768,True,0.04521652130760919,7.504205680722527e-05,0.0016596158801494738,0.00048817528922104336,0.00023445964137442009,0.0019690622384020253
weak_8192,0,1,output_rounding_floor,768,1024,True,0.044415605018454665,7.343875907921124e-05,0.0016534449783740977,0.00048741854984024613,0.0002325466526685474,0.0019160781819901767
weak_8192,0,1,output_rounding_floor,1024,1280,True,0.04626333473927633,7.732920177077773e-05,0.0016715008160690871,0.0004863319740748828,0.00023594264578784228,0.0019274326113148151
weak_8192,0,1,output_rounding_floor,1280,1536,True,0.045106357468997924,7.509173790207372e-05,0.0016647706025405633,0.0004880312507516138,0.00023277189788252018,0.001890941157971681
weak_8192,0,1,output_rounding_floor,1536,1792,True,0.04457590873399172,7.414407918632168e-05,0.0016633217648748127,0.00048725295803112023,0.00023410324859748628,0.0019566500027742707
weak_8192,0,1,output_rounding_floor,1792,2048,True,0.044864008713013624,7.459426950128285e-05,0.001662675085020778,0.00048457351617356426,0.0002330542963785624,0.0019243006044594507
weak_8192,0,1,output_rounding_floor,2048,2304,True,0.04491192805414917,7.358358514086694e-05,0.001638397377466162,0.0004859781833798371,0.00023291593027954243,0.001817027178794213
weak_8192,0,1,output_rounding_floor,2304,2560,True,0.04551964472494278,7.587446317467111e-05,0.0016668509526634161,0.00048424127759685853,0.000234629290845191,0.001895869260348422
weak_8192,0,1,output_rounding_floor,2560,2816,True,0.04469959933679886,7.431561469147121e-05,0.0016625566178238877,0.00048682756921772374,0.00023345439667202722,0.0018925597818507955
weak_8192,0,1,output_rounding_floor,2816,3072,True,0.04384885805414617,7.289429597748316e-05,0.0016623989588844166,0.0004871174773370124,0.0002309659626480259,0.001967452739129283
weak_8192,0,1,output_rounding_floor,3072,3328,True,0.04399146699251126,7.210657623797956e-05,0.001639103698229804,0.0004855156935197058,0.0002306154249434842,0.0018873394120940044
weak_8192,0,1,output_rounding_floor,3328,3584,True,0.04568728526944061,7.546014659808106e-05,0.001651666238277348,0.0004875577732041114,0.00023338425961144427,0.001945695295311915
weak_8192,0,1,output_rounding_floor,3584,3840,True,0.044768548458897044,7.385482850464522e-05,0.0016497034424167874,0.0004857326076434243,0.0002349796155338312,0.001966270992103392
weak_8192,0,1,output_rounding_floor,3840,4096,True,0.04450147603733735,7.305475616078631e-05,0.0016416254620294475,0.0004866997372634241,0.00023276818003014604,0.0018850163441263507
weak_8192,0,1,output_rounding_floor,4096,4352,True,0.04570968605236672,7.575552525238061e-05,0.0016573188703504166,0.00048705689811606723,0.00023465245306347654,0.0019160353931200224
weak_8192,0,1,output_rounding_floor,4352,4608,True,0.04380096908687844,7.235679191465969e-05,0.0016519450008318603,0.00048515446122432415,0.0002323919071792157,0.00188566513085463
weak_8192,0,1,output_rounding_floor,4608,4864,True,0.04480297556503562,7.397997149407021e-05,0.001651228976671014,0.0004846705603870072,0.00023159208270888068,0.0018481883476478592
weak_8192,0,1,output_rounding_floor,4864,5120,True,0.04497173577160726,7.453308111018214e-05,0.0016573316513444057,0.0004849694176324859,0.0002334856189736687,0.0018679351047180064
weak_8192,0,1,output_rounding_floor,5120,5376,True,0.04548172986595457,7.470455293166127e-05,0.0016425178451178809,0.00048594438945964713,0.00023315889549577965,0.0019198972338960155
weak_8192,0,1,output_rounding_floor,5376,5632,True,0.04494122746366334,7.464635401239843e-05,0.0016609771967788997,0.0004875549338278773,0.00023457456272414818,0.0019189204433257263
weak_8192,0,1,output_rounding_floor,5632,5888,True,0.04470122312384561,7.448185883433847e-05,0.0016662152314710723,0.0004854837215986507,0.00023258893893184294,0.0019146070798565556
weak_8192,0,1,output_rounding_floor,5888,6144,True,0.04587058833255735,7.59285762945852e-05,0.0016552780126583581,0.0004872962528331415,0.0002342495544927611,0.0018994123866617166
weak_8192,0,1,output_rounding_floor,6144,6400,True,0.04591585997475566,7.614334006203446e-05,0.001658323291862501,0.0004878949810720734,0.0002351484495361565,0.001988505853802628
weak_8192,0,1,output_rounding_floor,6400,6656,True,0.046398599085005224,7.627792926518137e-05,0.0016439705243133588,0.00048731077900007747,0.0002348007671888173,0.0019090491684541956
weak_8192,0,1,output_rounding_floor,6656,6912,True,0.0452228744978905,7.475815520017544e-05,0.00165310489503852,0.00048768287429420965,0.00023294159634820724,0.002015357681377535
weak_8192,0,1,output_rounding_floor,6912,7168,True,0.044815427052501806,7.436515244704825e-05,0.001659365029812805,0.00047830267318638153,0.0002340500921647251,0.00187748273688621
weak_8192,0,1,output_rounding_floor,7168,7424,True,0.0449008098030611,7.388823157761031e-05,0.0016455879504554728,0.0004858087041283432,0.00023165791950669753,0.0019888318149409064
weak_8192,0,1,output_rounding_floor,7424,7680,True,0.04481479455951942,7.461994490044794e-05,0.0016650739032473684,0.00048814702632768436,0.00023363245529245866,0.0020162135896000613
weak_8192,0,1,output_rounding_floor,7680,7936,True,0.0449938044062099,7.442281720441311e-05,0.0016540681141899954,0.00048746109085576195,0.00023330017252456883,0.0019653980078128317
weak_8192,0,1,output_rounding_floor,7936,8192,True,0.045847647653499204,7.591664073283671e-05,0.001655845929252219,0.0004864155477173615,0.00023401278793552265,0.0019413794152978285
weak_8192,0,2,output_rounding_floor,0,256,True,0.03601045408479931,5.9614646711187324e-05,0.0016554816712614515,0.00048170400051350537,0.00021796807881947682,0.0018902115366452436
weak_8192,0,2,output_rounding_floor,256,512,True,0.0447182523073546,7.454909392771328e-05,0.0016670842459434075,0.0004853336224406868,0.00023253109229643003,0.0019267316076015798
weak_8192,0,2,output_rounding_floor,512,768,True,0.04588646272982644,7.661795164602435e-05,0.0016697288718274265,0.0004846895766045245,0.00023551024416142052,0.0018767241769020052
weak_8192,0,2,output_rounding_floor,768,1024,True,0.0438191400811649,7.231269320250348e-05,0.001650253589380367,0.00048819260413104915,0.00023110605939060807,0.0018576905482780906
weak_8192,0,2,output_rounding_floor,1024,1280,True,0.044276223079585675,7.383486219925749e-05,0.0016675962190031593,0.0004822518684956256,0.00023330809546356297,0.0019624123902203306
weak_8192,0,2,output_rounding_floor,1280,1536,True,0.04624524406746536,7.683015255526571e-05,0.0016613633272900721,0.00048575702796913034,0.0002340580204012999,0.0019377792097395859
weak_8192,0,2,output_rounding_floor,1536,1792,True,0.044453342235171694,7.352784556993559e-05,0.0016540453849555549,0.00048729766041197276,0.00023161029381370027,0.0018673121433546538
weak_8192,0,2,output_rounding_floor,1792,2048,True,0.04512644519853096,7.453189672799653e-05,0.0016516234859647848,0.0004824841534811497,0.00023391847912940196,0.0018831054517601702
weak_8192,0,2,output_rounding_floor,2048,2304,True,0.046261833225775706,7.658238545302057e-05,0.0016554118181886306,0.00048790611414584184,0.00023467922592939632,0.0018907769538577116
weak_8192,0,2,output_rounding_floor,2304,2560,True,0.04523742473286083,7.472312324519773e-05,0.001651798785772132,0.0004879206853842799,0.00023378163653161777,0.001947838071271504
weak_8192,0,2,output_rounding_floor,2560,2816,True,0.04452295537640903,7.322298043143672e-05,0.0016446118594866392,0.0004878286215851124,0.0002315178340147858,0.0018653439236020995
weak_8192,0,2,output_rounding_floor,2816,3072,True,0.04460134790682285,7.368703341922981e-05,0.0016521257064510736,0.0004878136731941707,0.00023260550903616284,0.0020039663956717474
weak_8192,0,2,output_rounding_floor,3072,3328,True,0.044219263578281334,7.329212381644102e-05,0.001657470475207983,0.0004879832183446453,0.00023158260231491315,0.0018445714669555041
weak_8192,0,2,output_rounding_floor,3328,3584,True,0.04469773329976696,7.383386546903022e-05,0.001651848092024281,0.0004880361550617107,0.00023312301916097883,0.00187024174463478
weak_8192,0,2,output_rounding_floor,3584,3840,True,0.04536285071051094,7.48563098484654e-05,0.001650167674121075,0.000483444199232963,0.00023348723520440066,0.0018929824998763865
weak_8192,0,2,output_rounding_floor,3840,4096,True,0.04471551745003343,7.364667030859148e-05,0.0016470047649764234,0.00048614087017215257,0.00023198960612304785,0.0018655692592617684
weak_8192,0,2,output_rounding_floor,4096,4352,True,0.04497295398111457,7.488027405667587e-05,0.001665006796932224,0.0004870892883863942,0.00023328817482694028,0.001906951749146476
weak_8192,0,2,output_rounding_floor,4352,4608,True,0.04492645394333112,7.455320095624117e-05,0.001659449932333416,0.0004882133595217053,0.00023331535174307867,0.0019693974766290894
weak_8192,0,2,output_rounding_floor,4608,4864,True,0.04467812665136852,7.353154998110298e-05,0.0016458064715846956,0.0004875006131966064,0.0002318527732687063,0.0018434486851497092
weak_8192,0,2,output_rounding_floor,4864,5120,True,0.04497419910505474,7.396866168053784e-05,0.0016446910262427408,0.0004764990662864954,0.00023284383626207103,0.0019036227193410635
weak_8192,0,2,output_rounding_floor,5120,5376,True,0.044588897071422086,7.414754202315529e-05,0.0016629149158900799,0.00048740703787880646,0.00023214566586597887,0.0019285529634108943
weak_8192,0,2,output_rounding_floor,5376,5632,True,0.04456327822265144,7.375028108183472e-05,0.001654956368186297,0.0004847906014851522,0.0002328680521791604,0.0019841688642043983
weak_8192,0,2,output_rounding_floor,5632,5888,True,0.044354159036588826,7.410153536676985e-05,0.0016706783980650313,0.00048655755162974046,0.000232947529592639,0.0019721165678960513
weak_8192,0,2,output_rounding_floor,5888,6144,True,0.04519983709854729,7.457200830943221e-05,0.0016498291386945936,0.00048508610410188946,0.00023273490675565693,0.0019033427080179196
weak_8192,0,2,output_rounding_floor,6144,6400,True,0.04475768411740005,7.387345477326291e-05,0.0016505200443233789,0.0004881660195296955,0.00023321911893643544,0.001920873539678669
weak_8192,0,2,output_rounding_floor,6400,6656,True,0.04532273762012841,7.506320927010019e-05,0.0016561931871644853,0.00048587331636024134,0.00023393409266426836,0.001987223939954254
weak_8192,0,2,output_rounding_floor,6656,6912,True,0.04641965311869147,7.719143361873695e-05,0.0016629041458229858,0.00048815235222007813,0.00023522207783366014,0.0019373135753540179
weak_8192,0,2,output_rounding_floor,6912,7168,True,0.044115250500549215,7.324169689950754e-05,0.0016602353170043931,0.0004800480478397151,0.00023145238241873767,0.0018736730600697421
weak_8192,0,2,output_rounding_floor,7168,7424,True,0.046006939811946784,7.648891437124874e-05,0.0016625516646813921,0.0004877247792502981,0.0002349135535920276,0.001941691195778111
weak_8192,0,2,output_rounding_floor,7424,7680,True,0.04549068585019754,7.5206288223673e-05,0.0016532238812870398,0.000484447948791239,0.0002348648894422264,0.0019053681494120391
weak_8192,0,2,output_rounding_floor,7680,7936,True,0.044515209450903155,7.382570004598821e-05,0.0016584376656120707,0.0004863139225607105,0.00023297873186468434,0.0019482734335761775
weak_8192,0,2,output_rounding_floor,7936,8192,True,0.04552752886960075,7.537346689733747e-05,0.001655558049575258,0.00048627333587333843,0.0002337767157627451,0.0018666268908805
weak_65536,0,0,official,0,256,True,0.035963450499838574,0.0002657801804322897,0.007390285880201697,0.0013677167457442352,0.0007767080214996799,0.009549540672099963
weak_65536,0,0,official,256,512,True,0.04464843709063653,0.00035445237141500433,0.007938740849886064,0.0015580873171249787,0.0009168604174100271,0.009910588395060134
weak_65536,0,0,official,512,768,True,0.04474390098381354,0.00036938428042837746,0.00825552248030419,0.0016251212863758885,0.0009734748904680414,0.010643533290723841
weak_65536,0,0,official,768,1024,True,0.04391969509804668,0.0003649144542590717,0.0083086745808329,0.0016623723235674598,0.0009489713406268414,0.009965037690884842
weak_65536,0,0,official,1024,1280,True,0.044532047614620714,0.0003650102834764714,0.008196575343565195,0.001717454078493455,0.0009597018242405868,0.010155137907583694
weak_65536,0,0,official,1280,1536,True,0.044340860444680295,0.0003680550604531722,0.008300584534491794,0.0016471362189899724,0.0009567394874108676,0.00993347321188024
weak_65536,0,0,official,1536,1792,True,0.04610278732907834,0.000383517256078292,0.008318743362321539,0.002294901060684418,0.001007632377147513,0.009888331259928437
weak_65536,0,0,official,1792,2048,True,0.04508402296848821,0.00037670173084734923,0.008355548286155553,0.0019131756981794548,0.0009812072679420663,0.010448181859525002
weak_65536,0,0,official,2048,2304,True,0.04432682485843368,0.000373514516686801,0.008426376531134186,0.0018207977724983004,0.000978917190868207,0.009685493048644425
weak_65536,0,0,official,2304,2560,True,0.04436128217641127,0.00036904507309006663,0.008319080400392555,0.0015985267608028264,0.0009749290963397688,0.01006232861005421
weak_65536,0,0,official,2560,2816,True,0.0440627057902872,0.0003662537669698683,0.008312103408107136,0.0016755342612915086,0.0009569257566348971,0.009751966477588532
weak_65536,0,0,official,2816,3072,True,0.044503979020221095,0.00036861843052472923,0.008282819618381574,0.0017645893917081976,0.0009633154566389546,0.010144917098844498
weak_65536,0,0,official,3072,3328,True,0.04515283830089119,0.0003782883572317603,0.008377953002885623,0.0017933645197339143,0.0009907351140859427,0.01011585946273102
weak_65536,0,0,official,3328,3584,True,0.04398234424043637,0.000371133072910796,0.008438228551028088,0.0015814386014031678,0.0009670460827202305,0.01030038263307109
weak_65536,0,0,official,3584,3840,True,0.044697443171139765,0.0003679312539053574,0.008231595093629945,0.0015674295135665872,0.0009630688923991343,0.009964990806204992
weak_65536,0,0,official,3840,4096,True,0.04520279514398221,0.00037520656635852795,0.008300516929614666,0.001685106149936652,0.0009864948896877064,0.011208286331859559
weak_65536,0,0,official,4096,4352,True,0.045086451842892755,0.00037694822241382666,0.008360565247567762,0.0016860364556988972,0.0009963603839125187,0.00983132131887948
weak_65536,0,0,official,4352,4608,True,0.04487446592777173,0.00037710846084695605,0.008403631175331107,0.0017953815184643535,0.0009876139003749333,0.011014771625793528
weak_65536,0,0,official,4608,4864,True,0.045496559039414006,0.00037700634519349335,0.00828648040980176,0.0017365462008337024,0.0009765850784702048,0.009648368082909394
weak_65536,0,0,official,4864,5120,True,0.04450720576475127,0.00037554884243968666,0.008437933498335074,0.001818231488546998,0.0009833874984510212,0.010100396233994455
weak_65536,0,0,official,5120,5376,True,0.04522373498514954,0.00037454233861457427,0.008281985969039611,0.0018721261757047997,0.000984292616726196,0.010674594735879445
weak_65536,0,0,official,5376,5632,True,0.04501914531252732,0.00038249497388189314,0.00849627355709611,0.0016115487567162634,0.0009964319207602726,0.01003825035201361
weak_65536,0,0,official,5632,5888,True,0.04498669898616171,0.0003762518619921834,0.008363624592858472,0.0016659255607173774,0.000996935139817219,0.009891772579260329
weak_65536,0,0,official,5888,6144,True,0.04498797105178329,0.00037491273168248986,0.008333621697474366,0.0017388598897258994,0.0009939349890462916,0.010408077716028188
weak_65536,0,0,official,6144,6400,True,0.04423585189698142,0.00036721225633365396,0.008301236227773698,0.0017785447306545021,0.000965673603991551,0.010546886665733637
weak_65536,0,0,official,6400,6656,True,0.0460065790064356,0.0003766197925700632,0.008186215987008727,0.002143396539716874,0.0009752064748906769,0.009529444870433801
weak_65536,0,0,official,6656,6912,True,0.04633753848001982,0.0003803839337633727,0.008208980153906743,0.0016983563893804288,0.0009934159572979532,0.010237889796553403
weak_65536,0,0,official,6912,7168,True,0.04460126172872622,0.0003784216560931827,0.008484550468433355,0.0017597116128705848,0.0009945884635459,0.010724316728174548
weak_65536,0,0,official,7168,7424,True,0.044691541926991554,0.00037228211144290144,0.008330035066838024,0.0019234985501073165,0.0009873594233157118,0.0099897017971262
weak_65536,0,0,official,7424,7680,True,0.045292835684456224,0.00037587083506623366,0.008298681886133849,0.0017746457180160963,0.0009756341844916354,0.010172366591090153
weak_65536,0,0,official,7680,7936,True,0.044931025381748715,0.00037543743619981824,0.008355861746087002,0.0016757067833256811,0.0009829003286712394,0.010600159515896764
weak_65536,0,0,official,7936,8192,True,0.045135787519056336,0.00037092049349718225,0.008217880176358496,0.0017303113627542277,0.0009729979630849771,0.009724642396212818
weak_65536,0,0,official,8192,8448,True,0.04396419155416944,0.00036525199991137937,0.008307943055460095,0.0018660719891420152,0.0009530071877191473,0.009769050110585308
weak_65536,0,0,official,8448,8704,True,0.045247419557252026,0.00037093930743506973,0.008198021258775131,0.0017352243206184038,0.0009725276119943194,0.01046998866108153
weak_65536,0,0,official,8704,8960,True,0.04428323373466023,0.00037240345210713216,0.008409581250062463,0.0016239593269370134,0.0009641881155601055,0.01061424896165975
weak_65536,0,0,official,8960,9216,True,0.04461093445719789,0.0003690697750684991,0.008273078776742602,0.0016216086788102269,0.000958915845127146,0.010011362770140253
weak_65536,0,0,official,9216,9472,True,0.04554373806517221,0.0003772863827521391,0.008284045157036728,0.0018219945241652602,0.0009876355626552474,0.01059568439897793
weak_65536,0,0,official,9472,9728,True,0.04508808453477272,0.0003680946541685685,0.008163900905674702,0.0016303860782915514,0.0009697973270064059,0.009851657179979602
weak_65536,0,0,official,9728,9984,True,0.04497719262879466,0.0003736808030887018,0.008308228709887712,0.0016962810124237643,0.000988359373486857,0.00981126340886429
weak_65536,0,0,official,9984,10240,True,0.045370979705246624,0.0003749613332652525,0.008264342883957883,0.0017640933409577841,0.0009744802235999418,0.010459879920399873
weak_65536,0,0,official,10240,10496,True,0.045506312720182296,0.0003777263769856569,0.008300526990799964,0.001742094699503538,0.000989830241059962,0.010185526102178852
weak_65536,0,0,official,10496,10752,True,0.0460639302526579,0.00038344048683079467,0.008324094030354045,0.001713123737170849,0.0010065659820478264,0.010463458791684263
weak_65536,0,0,official,10752,11008,True,0.04426395321937432,0.000364094849482743,0.008225538457405084,0.0015843713169057597,0.0009433722953831415,0.010455971769364464
weak_65536,0,0,official,11008,11264,True,0.04440184741255858,0.0003692684611958244,0.00831651119749087,0.0017809716020293354,0.0009618409153162648,0.009744675487649386
weak_65536,0,0,official,11264,11520,True,0.04449012978501209,0.0003735946651800881,0.008397248265747817,0.0017222961013383387,0.0009834151351634074,0.010049356398141869
weak_65536,0,0,official,11520,11776,True,0.044509190406661125,0.00036949198012469565,0.008301476094011327,0.0018781387252814474,0.0009681446719769136,0.009878218561272687
weak_65536,0,0,official,11776,12032,True,0.045127496150046055,0.00037462823877897224,0.008301551620177578,0.0016638012171857341,0.0009789802407345835,0.009880431992660222
weak_65536,0,0,official,12032,12288,True,0.04641863401651589,0.00038721545601133,0.008341810658916794,0.0024119377033009204,0.0010179298242862739,0.010754522918768222
weak_65536,0,0,official,12288,12544,True,0.045225830292444355,0.0003776565533324656,0.008350461470589269,0.0017487282466349396,0.0009823593809457332,0.010993476858334973
weak_65536,0,0,official,12544,12800,True,0.04405384068468761,0.0003702948296082297,0.008405506168204265,0.001702322953956087,0.0009787133487765634,0.01026290523772146
weak_65536,0,0,official,12800,13056,True,0.045041508404180815,0.0003694324237459843,0.00820204377772777,0.0017718160635415564,0.0009713848132253586,0.010519938174610888
weak_65536,0,0,official,13056,13312,True,0.04610002685295228,0.00037902580825074797,0.008221813177240586,0.0016276211358602077,0.0009902623516882486,0.01007161434407513
weak_65536,0,0,official,13312,13568,True,0.045283089976317935,0.000374855950090861,0.008278055898722955,0.0015287314456802065,0.0009866814065095891,0.010340950401371582
weak_65536,0,0,official,13568,13824,True,0.04575288792378217,0.0003793306430887666,0.0082908568246157,0.0018525475114254536,0.0009945250705994213,0.009862450018430514
weak_65536,0,0,official,13824,14080,True,0.0449423852626559,0.00038076631464978924,0.008472321004425647,0.0019328909063344585,0.0010027091024506763,0.009913562374068274
weak_65536,0,0,official,14080,14336,True,0.04389201227016729,0.0003659463808016415,0.008337425464778007,0.0018090726390832534,0.0009631542874387547,0.009615078834641954
